EUR1M Curncy - Date,EUR1M Curncy - Last Price,JPY1M Curncy - Date,JPY1M Curncy - Last Price,GBP1M Curncy - Date,GBP1M Curncy - Last Price,CAD1M Curncy -  Date,CAD1M Curncy - Last Price
2021-10-13,6.78,2021-10-13,-2.51,2021-10-13,0.39,2021-10-13,0.48
2021-10-12,6.95,2021-10-12,-2.64,2021-10-12,0.48,2021-10-12,0.5
2021-10-11,7.21,2021-10-11,-2.73,2021-10-11,0.37,2021-10-11,0.47
2021-10-08,6.8,2021-10-08,-2.52,2021-10-08,0.51,2021-10-08,0.44
2021-10-07,6.81,2021-10-07,-2.5,2021-10-07,0.57,2021-10-07,0.45
2021-10-06,6.83,2021-10-06,-2.6,2021-10-06,0.63,2021-10-06,0.43
2021-10-05,7.07,2021-10-05,-2.54,2021-10-05,0.57,2021-10-05,0.35
2021-10-04,7.34,2021-10-04,-2.57,2021-10-04,0.6,2021-10-04,0.48
2021-10-01,6.86,2021-10-01,-2.43,2021-10-01,0.57,2021-10-01,0.54
2021-09-30,6.73,2021-09-30,-2.33,2021-09-30,0.56,2021-09-30,0.57
2021-09-29,6.82,2021-09-29,-2.3,2021-09-29,0.57,2021-09-29,0.56
2021-09-28,6.68,2021-09-28,-2.31,2021-09-28,0.73,2021-09-28,0.49
2021-09-27,6.66,2021-09-27,-2.3,2021-09-27,0.72,2021-09-27,0.52
2021-09-24,6.78,2021-09-24,-2.42,2021-09-24,0.75,2021-09-24,0.5
2021-09-23,6.86,2021-09-23,-2.58,2021-09-23,0.76,2021-09-23,0.56
2021-09-22,7.05,2021-09-22,-2.63,2021-09-22,0.76,2021-09-22,0.56
2021-09-21,7.39,2021-09-21,-2.8,2021-09-21,0.79,2021-09-21,0.52
2021-09-20,7.03,2021-09-20,-2.78,2021-09-20,0.86,2021-09-20,0.54
2021-09-17,7.06,2021-09-17,-2.75,2021-09-17,0.88,2021-09-17,0.55
2021-09-16,7.13,2021-09-16,-2.74,2021-09-16,0.93,2021-09-16,0.49
2021-09-15,7.33,2021-09-15,-2.75,2021-09-15,0.9,2021-09-15,0.47
2021-09-14,7.5,2021-09-14,-2.8,2021-09-14,0.92,2021-09-14,0.48
2021-09-13,7.03,2021-09-13,-2.71,2021-09-13,0.88,2021-09-13,0.47
2021-09-10,6.99,2021-09-10,-2.62,2021-09-10,0.9,2021-09-10,0.5
2021-09-09,7.01,2021-09-09,-2.58,2021-09-09,0.87,2021-09-09,0.55
2021-09-08,7.52,2021-09-08,-2.74,2021-09-08,0.95,2021-09-08,0.56
2021-09-07,7.7,2021-09-07,-2.82,2021-09-07,0.98,2021-09-07,0.7
2021-09-06,6.99,2021-09-06,-2.72,2021-09-06,1.05,2021-09-06,0.6
2021-09-03,6.98,2021-09-03,-2.76,2021-09-03,1.07,2021-09-03,0.6
2021-09-02,7.04,2021-09-02,-2.78,2021-09-02,1.06,2021-09-02,0.5
2021-09-01,7.19,2021-09-01,-2.9,2021-09-01,1.08,2021-09-01,0.6
2021-08-31,7.46,2021-08-31,-3.03,2021-08-31,1.17,2021-08-31,0.61
2021-08-30,6.98,2021-08-30,-2.91,2021-08-30,1.17,2021-08-30,0.74
2021-08-27,6.62,2021-08-27,-2.4,2021-08-27,1.16,2021-08-27,0.69
2021-08-26,6.82,2021-08-26,-2.53,2021-08-26,0.71,2021-08-26,0.75
2021-08-25,6.83,2021-08-25,-2.43,2021-08-25,0.7,2021-08-25,0.77
2021-08-24,7.06,2021-08-24,-2.47,2021-08-24,0.71,2021-08-24,0.75
2021-08-23,7.32,2021-08-23,-2.63,2021-08-23,0.79,2021-08-23,0.68
2021-08-20,6.86,2021-08-20,-2.52,2021-08-20,0.79,2021-08-20,0.64
2021-08-19,6.86,2021-08-19,-2.56,2021-08-19,0.85,2021-08-19,0.62
2021-08-18,6.88,2021-08-18,-2.59,2021-08-18,0.88,2021-08-18,0.67
2021-08-17,7.1,2021-08-17,-2.58,2021-08-17,0.92,2021-08-17,0.65
2021-08-16,7.34,2021-08-16,-2.61,2021-08-16,0.95,2021-08-16,0.55
2021-08-13,6.87,2021-08-13,-2.38,2021-08-13,0.89,2021-08-13,0.52
2021-08-12,6.87,2021-08-12,-2.42,2021-08-12,0.88,2021-08-12,0.49
2021-08-11,6.88,2021-08-11,-2.48,2021-08-11,0.91,2021-08-11,0.65
2021-08-10,7.1,2021-08-10,-2.58,2021-08-10,0.95,2021-08-10,0.7
2021-08-09,7.4,2021-08-09,-2.52,2021-08-09,0.99,2021-08-09,0.7
2021-08-06,6.92,2021-08-06,-2.52,2021-08-06,0.88,2021-08-06,0.55
2021-08-05,6.84,2021-08-05,-2.34,2021-08-05,0.85,2021-08-05,0.57
2021-08-04,7.06,2021-08-04,-2.39,2021-08-04,0.87,2021-08-04,0.54
2021-08-03,7.38,2021-08-03,-2.53,2021-08-03,0.98,2021-08-03,0.52
2021-08-02,7.7,2021-08-02,-2.68,2021-08-02,1.03,2021-08-02,0.39
2021-07-30,7.04,2021-07-30,-2.49,2021-07-30,0.97,2021-07-30,0.39
2021-07-29,7.07,2021-07-29,-2.54,2021-07-29,0.94,2021-07-29,0.34
2021-07-28,7.38,2021-07-28,-2.65,2021-07-28,1.14,2021-07-28,0.25
2021-07-27,7.36,2021-07-27,-2.64,2021-07-27,1.12,2021-07-27,0.25
2021-07-26,7.58,2021-07-26,-2.78,2021-07-26,1.08,2021-07-26,0.22
2021-07-23,7.15,2021-07-23,-2.7,2021-07-23,0.98,2021-07-23,0.25
2021-07-22,7.13,2021-07-22,-2.68,2021-07-22,0.97,2021-07-22,0.3
2021-07-21,7.11,2021-07-21,-2.68,2021-07-21,1,2021-07-21,0.31
2021-07-20,7.36,2021-07-20,-2.76,2021-07-20,1.05,2021-07-20,0.25
2021-07-19,7.6,2021-07-19,-2.77,2021-07-19,1.15,2021-07-19,0.2
2021-07-16,7.14,2021-07-16,-2.58,2021-07-16,1.01,2021-07-16,0.2
2021-07-15,7.15,2021-07-15,-2.55,2021-07-15,0.99,2021-07-15,0.23
2021-07-14,7.14,2021-07-14,-2.63,2021-07-14,1.04,2021-07-14,0.29
2021-07-13,7.39,2021-07-13,-2.94,2021-07-13,1.1,2021-07-13,0.12
2021-07-12,7.76,2021-07-12,-3.05,2021-07-12,1.13,2021-07-12,0.02
2021-07-09,7.31,2021-07-09,-2.99,2021-07-09,1.06,2021-07-09,0.06
2021-07-08,7.32,2021-07-08,-2.88,2021-07-08,1.06,2021-07-08,0.09
2021-07-07,7.26,2021-07-07,-2.88,2021-07-07,1.15,2021-07-07,0.07
2021-07-06,7.51,2021-07-06,-2.84,2021-07-06,1.09,2021-07-06,0.11
2021-07-05,7.68,2021-07-05,-2.83,2021-07-05,0.98,2021-07-05,0.16
2021-07-02,7.26,2021-07-02,-2.74,2021-07-02,1,2021-07-02,0.15
2021-07-01,7.3,2021-07-01,-2.86,2021-07-01,1.05,2021-07-01,0.19
2021-06-30,7.52,2021-06-30,-2.83,2021-06-30,1.2,2021-06-30,0.12
2021-06-29,7.72,2021-06-29,-3.04,2021-06-29,1.12,2021-06-29,0.15
2021-06-28,7.64,2021-06-28,-3.03,2021-06-28,1.52,2021-06-28,0.07
2021-06-25,7.48,2021-06-25,-3.1,2021-06-25,1.41,2021-06-25,-0.03
2021-06-24,7.31,2021-06-24,-3,2021-06-24,1.19,2021-06-24,0.05
2021-06-23,7.48,2021-06-23,-3.03,2021-06-23,1.07,2021-06-23,0.05
2021-06-22,7.65,2021-06-22,-3.2,2021-06-22,1.03,2021-06-22,0.2
2021-06-21,7.28,2021-06-21,-3.55,2021-06-21,1.17,2021-06-21,-0.1
2021-06-18,7.12,2021-06-18,-3.43,2021-06-18,1.05,2021-06-18,-0.07
2021-06-17,7.08,2021-06-17,-2.93,2021-06-17,0.99,2021-06-17,-0.07
2021-06-16,7.35,2021-06-16,-3.04,2021-06-16,0.95,2021-06-16,0.01
2021-06-15,7.59,2021-06-15,-2.95,2021-06-15,0.92,2021-06-15,0.07
2021-06-14,7.15,2021-06-14,-2.86,2021-06-14,0.84,2021-06-14,0.05
2021-06-11,7.11,2021-06-11,-2.72,2021-06-11,0.72,2021-06-11,0.05
2021-06-10,7.16,2021-06-10,-2.7,2021-06-10,0.68,2021-06-10,0.19
2021-06-09,7.44,2021-06-09,-2.99,2021-06-09,0.71,2021-06-09,0.2
2021-06-08,7.73,2021-06-08,-3.32,2021-06-08,0.77,2021-06-08,0.24
2021-06-07,7.18,2021-06-07,-2.74,2021-06-07,0.63,2021-06-07,0.37
2021-06-04,7.15,2021-06-04,-2.6,2021-06-04,0.64,2021-06-04,0.29
2021-06-03,7.17,2021-06-03,-2.59,2021-06-03,0.72,2021-06-03,0.22
2021-06-02,7.75,2021-06-02,-2.84,2021-06-02,0.87,2021-06-02,0.16
2021-06-01,7.88,2021-06-01,-2.85,2021-06-01,0.75,2021-06-01,0.21
2021-05-31,7.06,2021-05-31,-2.58,2021-05-31,0.57,2021-05-31,0.44
2021-05-28,7.05,2021-05-28,-2.59,2021-05-28,0.58,2021-05-28,0.43
2021-05-27,7.04,2021-05-27,-2.6,2021-05-27,0.61,2021-05-27,0.55
2021-05-26,7.41,2021-05-26,-2.4,2021-05-26,0.26,2021-05-26,0.28
2021-05-25,7.26,2021-05-25,-2.34,2021-05-25,0.28,2021-05-25,0.17
2021-05-24,7.49,2021-05-24,-2.49,2021-05-24,0.28,2021-05-24,0.17
2021-05-21,7.09,2021-05-21,-2.34,2021-05-21,0.23,2021-05-21,0.22
2021-05-20,7.05,2021-05-20,-2.32,2021-05-20,0.25,2021-05-20,0.24
2021-05-19,6.98,2021-05-19,-2.35,2021-05-19,0.38,2021-05-19,0.19
2021-05-18,7.23,2021-05-18,-2.42,2021-05-18,0.54,2021-05-18,0.16
2021-05-17,7.45,2021-05-17,-2.55,2021-05-17,0.56,2021-05-17,0.1
2021-05-14,7,2021-05-14,-2.38,2021-05-14,0.52,2021-05-14,0.09
2021-05-13,6.94,2021-05-13,-2.33,2021-05-13,0.48,2021-05-13,0.04
2021-05-12,6.92,2021-05-12,-2.37,2021-05-12,0.54,2021-05-12,-0.07
2021-05-11,7.33,2021-05-11,-2.55,2021-05-11,0.75,2021-05-11,-0.27
2021-05-10,7.62,2021-05-10,-2.51,2021-05-10,0.8,2021-05-10,-0.4
2021-05-07,7.11,2021-05-07,-2.28,2021-05-07,0.68,2021-05-07,-0.43
2021-05-06,6.92,2021-05-06,-2.11,2021-05-06,0.6,2021-05-06,-0.45
2021-05-05,7.06,2021-05-05,-2.28,2021-05-05,0.65,2021-05-05,-0.49
2021-05-04,7.45,2021-05-04,-2.35,2021-05-04,0.77,2021-05-04,-0.5
2021-05-03,7.79,2021-05-03,-2.42,2021-05-03,0.93,2021-05-03,-0.62
2021-04-30,7.27,2021-04-30,-2.49,2021-04-30,0.91,2021-04-30,-0.61
2021-04-29,7.33,2021-04-29,-2.61,2021-04-29,0.82,2021-04-29,-0.41
2021-04-28,6.69,2021-04-28,-2.68,2021-04-28,0.75,2021-04-28,-0.49
2021-04-27,6.99,2021-04-27,-2.52,2021-04-27,1,2021-04-27,-0.7
2021-04-26,7.32,2021-04-26,-2.78,2021-04-26,1.13,2021-04-26,-0.75
2021-04-23,7.3,2021-04-23,-2.75,2021-04-23,1.12,2021-04-23,-0.63
2021-04-22,7.25,2021-04-22,-2.64,2021-04-22,1.12,2021-04-22,-0.56
2021-04-21,7.54,2021-04-21,-2.7,2021-04-21,1.13,2021-04-21,-0.46
2021-04-20,7.74,2021-04-20,-2.65,2021-04-20,1.17,2021-04-20,-0.6
2021-04-19,7.25,2021-04-19,-2.77,2021-04-19,1.13,2021-04-19,-0.71
2021-04-16,7.27,2021-04-16,-2.88,2021-04-16,1.12,2021-04-16,-0.82
2021-04-15,7.24,2021-04-15,-2.97,2021-04-15,1.09,2021-04-15,-0.83
2021-04-14,7.47,2021-04-14,-3.09,2021-04-14,1.1,2021-04-14,-0.69
2021-04-13,7.7,2021-04-13,-3.16,2021-04-13,1.15,2021-04-13,-0.9
2021-04-12,7.2,2021-04-12,-3.01,2021-04-12,1.1,2021-04-12,-0.95
2021-04-09,7.21,2021-04-09,-3.02,2021-04-09,1.08,2021-04-09,-0.79
2021-04-08,7.15,2021-04-08,-3.09,2021-04-08,1.1,2021-04-08,-0.82
2021-04-07,7.38,2021-04-07,-3.2,2021-04-07,1.22,2021-04-07,-0.81
2021-04-06,7.66,2021-04-06,-3.28,2021-04-06,1.33,2021-04-06,-0.8
2021-04-05,7.42,2021-04-05,-3.14,2021-04-05,1.34,2021-04-05,-0.84
2021-04-02,7.29,2021-04-02,-3.65,2021-04-02,1.3,2021-04-02,-0.74
2021-04-01,7.28,2021-04-01,-3.27,2021-04-01,1.3,2021-04-01,-0.67
2021-03-31,7.29,2021-03-31,-3.6,2021-03-31,1.38,2021-03-31,-0.76
2021-03-30,8.14,2021-03-30,-3.95,2021-03-30,1.82,2021-03-30,-0.97
2021-03-29,7.81,2021-03-29,-3.53,2021-03-29,1.96,2021-03-29,-1.1
2021-03-26,7.97,2021-03-26,-3.41,2021-03-26,1.75,2021-03-26,-0.87
2021-03-25,7.9,2021-03-25,-3.38,2021-03-25,1.61,2021-03-25,-0.96
2021-03-24,8.22,2021-03-24,-3.28,2021-03-24,1.8,2021-03-24,-1.04
2021-03-23,8.86,2021-03-23,-3.55,2021-03-23,2.23,2021-03-23,-1.44
2021-03-22,9.11,2021-03-22,-3.59,2021-03-22,2.21,2021-03-22,-1.69
2021-03-19,8.31,2021-03-19,-3.24,2021-03-19,2.04,2021-03-19,-1.55
2021-03-18,8.2,2021-03-18,-3.23,2021-03-18,2.05,2021-03-18,-1.47
2021-03-17,8.42,2021-03-17,-3.58,2021-03-17,2.32,2021-03-17,-1.42
2021-03-16,8.58,2021-03-16,-3.64,2021-03-16,2.36,2021-03-16,-1.53
2021-03-15,8.78,2021-03-15,-3.64,2021-03-15,2.28,2021-03-15,-1.48
2021-03-12,8.41,2021-03-12,-3.73,2021-03-12,2.25,2021-03-12,-1.41
2021-03-11,8.51,2021-03-11,-3.82,2021-03-11,2.34,2021-03-11,-1.26
2021-03-10,8.5,2021-03-10,-3.71,2021-03-10,2.41,2021-03-10,-1.06
2021-03-09,8.69,2021-03-09,-3.8,2021-03-09,2.3,2021-03-09,-1.3
2021-03-08,8.99,2021-03-08,-4.04,2021-03-08,2.28,2021-03-08,-1.18
2021-03-05,8.53,2021-03-05,-3.92,2021-03-05,2.21,2021-03-05,-1
2021-03-04,8.52,2021-03-04,-3.85,2021-03-04,2.16,2021-03-04,-0.97
2021-03-03,8.72,2021-03-03,-3.64,2021-03-03,2.13,2021-03-03,-0.63
2021-03-02,9.15,2021-03-02,-3.78,2021-03-02,2.4,2021-03-02,-0.76
2021-03-01,9.62,2021-03-01,-4.15,2021-03-01,2.91,2021-03-01,-1.02
2021-02-26,9.96,2021-02-26,-3.95,2021-02-26,3.1,2021-02-26,-1.07
2021-02-25,8.49,2021-02-25,-3.79,2021-02-25,2.32,2021-02-25,-0.77
2021-02-24,8.29,2021-02-24,-3,2021-02-24,1.64,2021-02-24,-0.7
2021-02-23,6.91,2021-02-23,-2.39,2021-02-23,1.33,2021-02-23,-0.83
2021-02-22,6.86,2021-02-22,-2.35,2021-02-22,1.18,2021-02-22,-0.7
2021-02-19,6.76,2021-02-19,-2.31,2021-02-19,1.11,2021-02-19,-0.17
2021-02-18,6.81,2021-02-18,-2.33,2021-02-18,1.17,2021-02-18,-0.26
2021-02-17,6.81,2021-02-17,-2.42,2021-02-17,1.2,2021-02-17,-0.34
2021-02-16,6.76,2021-02-16,-2.45,2021-02-16,1.22,2021-02-16,-0.46
2021-02-15,6.74,2021-02-15,-2.42,2021-02-15,1.15,2021-02-15,-0.3
2021-02-12,6.7,2021-02-12,-2.35,2021-02-12,1.13,2021-02-12,-0.33
2021-02-11,6.69,2021-02-11,-2.35,2021-02-11,1.13,2021-02-11,-0.45
2021-02-10,6.64,2021-02-10,-2.35,2021-02-10,1.1,2021-02-10,-0.43
2021-02-09,6.75,2021-02-09,-2.38,2021-02-09,1.26,2021-02-09,-0.65
2021-02-08,6.91,2021-02-08,-2.48,2021-02-08,1.48,2021-02-08,-0.83
2021-02-05,6.92,2021-02-05,-2.38,2021-02-05,1.48,2021-02-05,-0.63
2021-02-04,6.97,2021-02-04,-2.47,2021-02-04,1.44,2021-02-04,-0.64
2021-02-03,7.1,2021-02-03,-2.5,2021-02-03,1.63,2021-02-03,-0.76
2021-02-02,7.05,2021-02-02,-2.47,2021-02-02,1.56,2021-02-02,-0.86
2021-02-01,7.2,2021-02-01,-2.47,2021-02-01,1.73,2021-02-01,-1.06
2021-01-29,7.33,2021-01-29,-2.62,2021-01-29,1.85,2021-01-29,-1.05
2021-01-28,7.35,2021-01-28,-2.84,2021-01-28,1.84,2021-01-28,-1.13
2021-01-27,7.32,2021-01-27,-2.78,2021-01-27,1.77,2021-01-27,-0.85
2021-01-26,7.64,2021-01-26,-2.9,2021-01-26,2.06,2021-01-26,-0.94
2021-01-25,8.09,2021-01-25,-3.08,2021-01-25,2.24,2021-01-25,-1.21
2021-01-22,8.35,2021-01-22,-3.15,2021-01-22,2.23,2021-01-22,-1.16
2021-01-21,8.25,2021-01-21,-3.12,2021-01-21,2.17,2021-01-21,-1.19
2021-01-20,8.36,2021-01-20,-3.18,2021-01-20,2.26,2021-01-20,-1.53
2021-01-19,8.57,2021-01-19,-3.14,2021-01-19,2.35,2021-01-19,-1.35
2021-01-18,8.66,2021-01-18,-3.39,2021-01-18,2.44,2021-01-18,-1.16
2021-01-15,8.18,2021-01-15,-3.25,2021-01-15,2.34,2021-01-15,-1.08
2021-01-14,8.22,2021-01-14,-3.34,2021-01-14,2.33,2021-01-14,-1.27
2021-01-13,8.47,2021-01-13,-3.45,2021-01-13,2.4,2021-01-13,-1.5
2021-01-12,8.84,2021-01-12,-3.65,2021-01-12,2.71,2021-01-12,-1.81
2021-01-11,9.14,2021-01-11,-3.81,2021-01-11,2.82,2021-01-11,-1.7
2021-01-08,8.28,2021-01-08,-3.65,2021-01-08,2.4,2021-01-08,-1.44
2021-01-07,8.25,2021-01-07,-3.35,2021-01-07,2.39,2021-01-07,-1.35
2021-01-06,8.3,2021-01-06,-3.29,2021-01-06,2.5,2021-01-06,-1.4
2021-01-05,8.5,2021-01-05,-3.4,2021-01-05,2.49,2021-01-05,-1.7
2021-01-04,8.89,2021-01-04,-3.66,2021-01-04,2.7,2021-01-04,-1.21
2021-01-01,8.93,2021-01-01,-3.91,2021-01-01,3.29,2021-01-01,-1.38
2020-12-31,9.14,2020-12-31,-3.91,2020-12-31,3.33,2020-12-31,-1.35
2020-12-30,9.11,2020-12-30,-3.85,2020-12-30,3.26,2020-12-30,-3.25
2020-12-29,12.18,2020-12-29,-3.63,2020-12-29,6.91,2020-12-29,-3.74
2020-12-28,12.59,2020-12-28,-6.78,2020-12-28,8.16,2020-12-28,-3.82
2020-12-25,15.2,2020-12-25,-8.99,2020-12-25,10.22,2020-12-25,-4.84
2020-12-24,15.11,2020-12-24,-8.96,2020-12-24,10.4,2020-12-24,-4.83
2020-12-23,16.35,2020-12-23,-10.2,2020-12-23,11.27,2020-12-23,-6.02
2020-12-22,18.92,2020-12-22,-11.49,2020-12-22,12.52,2020-12-22,-9.93
2020-12-21,17.44,2020-12-21,-10.48,2020-12-21,10.53,2020-12-21,-7.93
2020-12-18,15.69,2020-12-18,-9.14,2020-12-18,8.69,2020-12-18,-5.34
2020-12-17,16.2,2020-12-17,-9.02,2020-12-17,9.44,2020-12-17,-6.14
2020-12-16,15.97,2020-12-16,-9.59,2020-12-16,9.58,2020-12-16,-6.05
2020-12-15,13.68,2020-12-15,-8.03,2020-12-15,7.4,2020-12-15,-4.76
2020-12-14,13.68,2020-12-14,-8.3,2020-12-14,7.16,2020-12-14,-4.7
2020-12-11,13.89,2020-12-11,-8.75,2020-12-11,7.98,2020-12-11,-5.58
2020-12-10,13.56,2020-12-10,-8.7,2020-12-10,7.63,2020-12-10,-4.63
2020-12-09,13.72,2020-12-09,-8.74,2020-12-09,7.95,2020-12-09,-4.24
2020-12-08,15.94,2020-12-08,-11.02,2020-12-08,10.25,2020-12-08,-5.27
2020-12-07,14.83,2020-12-07,-9.7,2020-12-07,8.86,2020-12-07,-4.3
2020-12-04,13.3,2020-12-04,-8.45,2020-12-04,7.63,2020-12-04,-3.35
2020-12-03,12.71,2020-12-03,-8.28,2020-12-03,7.08,2020-12-03,-2.7
2020-12-02,12.8,2020-12-02,-8.39,2020-12-02,7.48,2020-12-02,-3.01
2020-12-01,13.63,2020-12-01,-8.79,2020-12-01,8.15,2020-12-01,-3.5
2020-11-30,13.7,2020-11-30,-8.54,2020-11-30,8.24,2020-11-30,-3.84
2020-11-27,13.16,2020-11-27,-8.27,2020-11-27,7.27,2020-11-27,-1.34
2020-11-26,8.24,2020-11-26,-3.56,2020-11-26,2.46,2020-11-26,-1.15
2020-11-25,7.99,2020-11-25,-3.57,2020-11-25,2.35,2020-11-25,-1.2
2020-11-24,7.92,2020-11-24,-3.63,2020-11-24,2.36,2020-11-24,-1.23
2020-11-23,8.59,2020-11-23,-4.07,2020-11-23,2.51,2020-11-23,-1.13
2020-11-20,7.61,2020-11-20,-3.86,2020-11-20,1.93,2020-11-20,-0.91
2020-11-19,7.44,2020-11-19,-3.32,2020-11-19,1.87,2020-11-19,-1
2020-11-18,7.68,2020-11-18,-3.36,2020-11-18,1.96,2020-11-18,-1.22
2020-11-17,8.02,2020-11-17,-3.51,2020-11-17,2.16,2020-11-17,-1.21
2020-11-16,7.7,2020-11-16,-3.49,2020-11-16,2.19,2020-11-16,-1.35
2020-11-13,7.74,2020-11-13,-3.47,2020-11-13,2.16,2020-11-13,-1.4
2020-11-12,7.68,2020-11-12,-3.4,2020-11-12,2.18,2020-11-12,-1.35
2020-11-11,8,2020-11-11,-3.55,2020-11-11,2.35,2020-11-11,-1.28
2020-11-10,8.26,2020-11-10,-3.64,2020-11-10,2.5,2020-11-10,-1.25
2020-11-09,8.29,2020-11-09,-3.7,2020-11-09,2.51,2020-11-09,-1.46
2020-11-06,7.63,2020-11-06,-3.34,2020-11-06,2.11,2020-11-06,-1.1
2020-11-05,7.51,2020-11-05,-3.3,2020-11-05,2.08,2020-11-05,-0.88
2020-11-04,7.88,2020-11-04,-3.72,2020-11-04,2.37,2020-11-04,-1.12
2020-11-03,8.56,2020-11-03,-4.18,2020-11-03,2.8,2020-11-03,-1.36
2020-11-02,8.11,2020-11-02,-4.21,2020-11-02,2.78,2020-11-02,-1.42
2020-10-30,7.67,2020-10-30,-3.62,2020-10-30,2.38,2020-10-30,-1.29
2020-10-29,7.5,2020-10-29,-3.49,2020-10-29,2.12,2020-10-29,-1.35
2020-10-28,7.72,2020-10-28,-3.41,2020-10-28,2.04,2020-10-28,-1.57
2020-10-27,8.1,2020-10-27,-3.68,2020-10-27,2.37,2020-10-27,-1.45
2020-10-26,8.38,2020-10-26,-3.77,2020-10-26,2.38,2020-10-26,-1.45
2020-10-23,7.78,2020-10-23,-3.42,2020-10-23,2.05,2020-10-23,-1.35
2020-10-22,7.92,2020-10-22,-3.51,2020-10-22,1.97,2020-10-22,-1.22
2020-10-21,7.7,2020-10-21,-3.43,2020-10-21,1.95,2020-10-21,-1
2020-10-20,7.84,2020-10-20,-3.53,2020-10-20,1.91,2020-10-20,-0.74
2020-10-19,8.02,2020-10-19,-3.73,2020-10-19,1.89,2020-10-19,-0.73
2020-10-16,7.59,2020-10-16,-3.5,2020-10-16,1.77,2020-10-16,-0.71
2020-10-15,7.64,2020-10-15,-3.6,2020-10-15,1.85,2020-10-15,-0.75
2020-10-14,7.78,2020-10-14,-3.62,2020-10-14,1.95,2020-10-14,-0.66
2020-10-13,7.95,2020-10-13,-3.7,2020-10-13,1.94,2020-10-13,-0.6
2020-10-12,8.07,2020-10-12,-3.73,2020-10-12,1.92,2020-10-12,-0.54
2020-10-09,7.55,2020-10-09,-3.55,2020-10-09,1.8,2020-10-09,-0.6
2020-10-08,7.41,2020-10-08,-3.5,2020-10-08,1.68,2020-10-08,-0.73
2020-10-07,7.42,2020-10-07,-3.45,2020-10-07,1.65,2020-10-07,-0.75
2020-10-06,7.6,2020-10-06,-3.52,2020-10-06,1.75,2020-10-06,-0.7
2020-10-05,7.91,2020-10-05,-3.81,2020-10-05,1.88,2020-10-05,-0.83
2020-10-02,7.39,2020-10-02,-3.56,2020-10-02,1.8,2020-10-02,-1
2020-10-01,7.45,2020-10-01,-3.61,2020-10-01,1.95,2020-10-01,-1.2
2020-09-30,7.48,2020-09-30,-3.58,2020-09-30,2.04,2020-09-30,-1.32
2020-09-29,7.76,2020-09-29,-3.74,2020-09-29,2.13,2020-09-29,-1.57
2020-09-28,7.5,2020-09-28,-3.76,2020-09-28,2.1,2020-09-28,-1.65
2020-09-25,7.4,2020-09-25,-3.81,2020-09-25,2.06,2020-09-25,-1.52
2020-09-24,7.34,2020-09-24,-3.72,2020-09-24,1.86,2020-09-24,-1.5
2020-09-23,7.57,2020-09-23,-4.23,2020-09-23,1.83,2020-09-23,-1.55
2020-09-22,7.93,2020-09-22,-4.63,2020-09-22,2.07,2020-09-22,-1.7
2020-09-21,7.64,2020-09-21,-4.63,2020-09-21,2.11,2020-09-21,-1.5
2020-09-18,7.72,2020-09-18,-4.61,2020-09-18,2.2,2020-09-18,-1.26
2020-09-17,7.79,2020-09-17,-4.46,2020-09-17,2.25,2020-09-17,-1.35
2020-09-16,7.94,2020-09-16,-4.54,2020-09-16,2.27,2020-09-16,-1.31
2020-09-15,8.43,2020-09-15,-4.88,2020-09-15,2.45,2020-09-15,-1.44
2020-09-14,8.16,2020-09-14,-4.95,2020-09-14,2.55,2020-09-14,-1.59
2020-09-11,8.12,2020-09-11,-4.87,2020-09-11,2.45,2020-09-11,-1.4
2020-09-10,8.1,2020-09-10,-4.88,2020-09-10,2.63,2020-09-10,-1.4
2020-09-09,8.71,2020-09-09,-5.21,2020-09-09,2.88,2020-09-09,-1.32
2020-09-08,9.03,2020-09-08,-5.15,2020-09-08,2.98,2020-09-08,-1.25
2020-09-07,8.23,2020-09-07,-4.59,2020-09-07,2.77,2020-09-07,-1.12
2020-09-04,8.17,2020-09-04,-4.51,2020-09-04,2.74,2020-09-04,-1.11
2020-09-03,8.14,2020-09-03,-4.54,2020-09-03,2.76,2020-09-03,-1.1
2020-09-02,8.41,2020-09-02,-4.44,2020-09-02,2.83,2020-09-02,-0.99
2020-09-01,8.5,2020-09-01,-4.5,2020-09-01,2.79,2020-09-01,-0.97
2020-08-31,8.07,2020-08-31,-4.39,2020-08-31,2.9,2020-08-31,-1.2
2020-08-28,7.9,2020-08-28,-4.11,2020-08-28,2.76,2020-08-28,-0.88
2020-08-27,7.22,2020-08-27,-3.14,2020-08-27,2.48,2020-08-27,-0.74
2020-08-26,7.4,2020-08-26,-3.07,2020-08-26,2.06,2020-08-26,-0.72
2020-08-25,7.66,2020-08-25,-3.13,2020-08-25,2.06,2020-08-25,-0.72
2020-08-24,7.91,2020-08-24,-3.3,2020-08-24,2.13,2020-08-24,-0.62
2020-08-21,7.45,2020-08-21,-3.11,2020-08-21,1.88,2020-08-21,-0.57
2020-08-20,7.43,2020-08-20,-3.03,2020-08-20,1.83,2020-08-20,-0.44
2020-08-19,7.46,2020-08-19,-3.31,2020-08-19,1.95,2020-08-19,-0.58
2020-08-18,7.87,2020-08-18,-3.52,2020-08-18,2.15,2020-08-18,-0.78
2020-08-17,8.04,2020-08-17,-3.78,2020-08-17,2.15,2020-08-17,-0.81
2020-08-14,7.52,2020-08-14,-3.35,2020-08-14,1.85,2020-08-14,-0.54
